fips,unemp
06019,-3231.7999999999993
06029,-3360.6000000000004
06039,-3191.2999999999993
06077,-3191.2999999999993
06083,-2854.7000000000007
06107,-3360.6000000000004
06111,-2854.7000000000007
12001,-1200.5
12017,117.30000000000018
12027,543.6000000000004
12049,543.6000000000004
12053,216.39999999999964
12055,361.3000000000002
12057,774.8000000000002
12069,-679.6999999999998
12083,-1200.5
12095,-349.89999999999964
12101,939.1000000000004
12105,223.30000000000018
12107,-1025.3000000000002
12119,25.100000000000364
13001,-2814.4
13003,-2916.3
13005,-2619.3999999999996
13019,-3378.1000000000004
13025,-1058.4
13033,-1909.8000000000002
13039,
13065,-1111.5
13069,-3265.1000000000004
13071,-3125.0
13161,-3434.0
13173,-1175.0
13183,-2795.9
13229,-1058.6
13299,348.8000000000002
13305,-2846.8
23009,
23011,
23013,
23015,
23019,
23021,
23027,
23029,
26005,-340.60000000000036
26021,-1288.6999999999998
26121,-1055.8999999999996
26139,-952.6000000000004
26159,-1318.8000000000002
34001,-1768.6000000000004
34005,-1841.8000000000002
34007,-1363.8999999999996
34029,-1768.6000000000004
37017,-1974.1999999999998
37047,-1948.0
37049,-2221.0
37061,-2265.3
37141,-1950.3000000000002
37163,-2122.8999999999996
41003,2516.2999999999993
41005,1967.3999999999996
41009,2091.6000000000004
41019,2762.0
41043,2762.0
41047,2669.7000000000007
41049,-1525.0
41053,2516.2999999999993
41067,2346.8999999999996
41071,2601.2999999999993
45051,-1947.3000000000002
53005,-1527.8999999999996
53011,-1241.0
53015,-528.7999999999993
53021,-1525.0
53025,-327.7999999999993
53041,-301.10000000000036
53053,-1296.2000000000007
53057,-1222.2999999999993
53061,-1525.0
53067,-1904.0
53071,-1525.0
53073,-1222.2999999999993
53077,-1192.8999999999996
