fips,unemp
06019,71.8430361219049
06029,71.04578429514241
06039,71.47390344408392
06077,71.47390344408392
06083,74.9141014262239
06107,71.04578429514241
06111,74.9141014262239
12001,73.7566947207345
12017,102.4837487030724
12027,111.77796074013087
12049,111.77796074013087
12053,104.02934495214686
12055,108.22126652558764
12057,116.01091089436271
12069,86.8902733041449
12083,73.7566947207345
12095,92.79581626140131
12101,118.46477516270475
12105,104.50410472598182
12107,77.88538274054741
12119,100.47674219833236
13001,22.94381776366225
13003,43.26595723984981
13005,39.287038753940294
13019,38.55877484949346
13025,71.05349524122087
13033,56.77033817737335
13039,
13065,75.96496918585794
13069,41.41321706052287
13071,40.20283199387677
13161,36.004472605292584
13173,74.32255244755245
13183,22.912128815241665
13229,73.78145432930454
13299,106.43162708364066
13305,22.595029637283158
23009,
23011,
23013,
23015,
23019,
23021,
23027,
23029,
26005,93.24018576588735
26021,74.89235684922167
26121,81.04615053222999
26139,82.7571226876154
26159,74.84550240329595
34001,75.03599356350394
34005,73.88554900181488
34007,79.99824018536714
34029,75.03599356350394
37017,59.7364986131506
37047,60.032827246614694
37049,64.04403432086774
37061,63.646430118915795
37141,63.3009051050938
37163,56.425624499681845
41003,121.24948276007667
41005,116.40785281804081
41009,118.48454318892836
41019,124.0132150930273
41043,124.0132150930273
41047,123.33388688348353
41049,88.52779658466862
41053,121.24948276007667
41067,120.29646029179027
41071,122.07353602552462
45051,60.0168367451697
53005,88.47902638385149
53011,89.16251855733124
53015,96.01741252315897
53021,88.52779658466862
53025,97.54232332168723
53041,97.63622518271956
53053,90.11002426332576
53057,89.18155828752998
53061,88.52779658466862
53067,85.8942065491184
53071,88.52779658466862
53073,89.18155828752998
53077,90.77980197713694
