fips,unemp
06001,-2.1479999999999997
06005,-1.5859999999999994
06009,-1.5859999999999994
06011,-1.3760000000000003
06013,-1.6099999999999994
06017,-1.584999999999999
06019,-0.29299999999999926
06021,-1.7199999999999998
06029,-1.3009999999999966
06031,-0.16699999999999804
06033,-1.5820000000000003
06039,0.2760000000000016
06041,-1.65
06045,-1.1160000000000005
06047,0.6379999999999999
06053,-2.5559999999999996
06055,-1.5500000000000003
06057,-1.584999999999999
06065,-1.4809999999999999
06067,-1.072000000000001
06069,-2.4160000000000004
06073,-0.5399999999999991
06077,-0.8600000000000021
06079,-0.6299999999999999
06083,-0.5589999999999997
06085,-1.9869999999999983
06087,-0.6200000000000001
06095,-0.3539999999999992
06097,-1.65
06099,-2.0169999999999995
06107,-0.24099999999999788
06113,-0.2110000000000003
16001,-1.58
16027,-1.58
16039,-1.58
16073,-1.58
16075,-1.58
16087,-1.58
26021,0.04300000000000015
26027,0.0519999999999996
26077,0.0519999999999996
26159,0.0519999999999996
36009,-1.2129999999999992
36013,-1.2169999999999987
36029,-1.455
36063,-1.5370000000000017
36069,-2.9370000000000003
36097,-2.795000000000001
36099,-2.8469999999999986
36101,-2.88
36103,-1.758
36111,-1.758
36117,-2.8469999999999986
36123,-2.76
39007,-0.9979999999999993
39085,-0.9979999999999993
39093,-1.1020000000000012
41003,-1.6930000000000005
41005,-1.9829999999999992
41027,-2.3750000000000004
41029,-1.4059999999999997
41033,-1.4059999999999997
41039,-1.7470000000000008
41043,-1.9460000000000002
41047,-1.564000000000001
41049,-2.3070000000000013
41053,-1.766999999999999
41059,-1.6600000000000001
41065,-2.3670000000000004
41067,-1.564000000000001
41071,-1.7360000000000002
42049,-1.0999999999999996
42071,-1.1039999999999992
53001,-1.5490000000000013
53005,-1.67
53007,-1.4720000000000013
53011,-2.3750000000000004
53017,-1.463
53021,-1.379999999999999
53025,-1.513
53029,-1.5310000000000024
53035,-1.2839999999999998
53037,-1.513
53039,-2.3750000000000004
53045,-1.2839999999999998
53047,-1.5310000000000024
53053,-1.2839999999999998
53055,-1.5310000000000024
53057,-1.5310000000000024
53059,-2.3750000000000004
53071,-1.5900000000000007
53077,-1.2839999999999998
