fips,unemp
01001,-86.52
01009,-86.52
01021,-86.52
01043,-86.52
01079,-86.52
01083,-86.52
01103,-86.52
08029,-24.340000000000003
08077,19.160000000000025
08085,13.439999999999998
13005,-113.49000000000001
13011,-113.49000000000001
13023,-113.49000000000001
13027,-113.49000000000001
13079,-113.49000000000001
13093,-113.49000000000001
13139,-113.49000000000001
13151,-113.49000000000001
13193,-113.49000000000001
13199,-113.49000000000001
13207,-113.49000000000001
13211,-113.49000000000001
13219,-113.49000000000001
13225,-113.49000000000001
13229,-113.49000000000001
13231,-113.49000000000001
13249,-113.49000000000001
13269,-113.49000000000001
17013,46.59000000000003
17077,46.59000000000003
17121,46.59000000000003
17163,46.59000000000003
17181,46.59000000000003
24013,19.849999999999994
24015,26.370000000000005
24021,22.369999999999976
24025,26.80000000000001
24043,47.26999999999998
26005,
26021,
26081,
26101,
26105,
26121,
26127,
26139,
26159,
34001,62.77000000000004
34005,62.910000000000025
34007,62.77000000000004
34011,64.26999999999998
34015,63.99000000000001
34019,46.47000000000003
34021,62.910000000000025
34023,47.47999999999999
34025,62.910000000000025
34027,46.75
34029,62.910000000000025
34033,62.21999999999997
34037,46.889999999999986
34041,46.889999999999986
36021,55.06999999999999
36027,55.06999999999999
36063,55.06999999999999
36073,55.06999999999999
36087,55.06999999999999
36111,55.06999999999999
37003,-61.400000000000006
37007,-78.52999999999999
37023,-107.29000000000002
37045,-111.53
37089,-67.18999999999997
37093,-78.52999999999999
37101,-78.52999999999999
37109,-107.32999999999997
37123,-78.52999999999999
37125,-78.52999999999999
37149,-60.72000000000003
37153,-78.52999999999999
37159,-78.52999999999999
37161,-126.72999999999996
37163,-78.52999999999999
37171,-78.52999999999999
37193,-58.56000000000002
42001,20.82000000000002
42007,29.690000000000055
42009,24.45999999999998
42011,31.210000000000008
42013,21.450000000000017
42015,38.72000000000003
42017,61.59000000000003
42025,35.96000000000001
42029,53.60000000000002
42037,36.54000000000005
42041,25.22
42043,23.310000000000002
42049,29.690000000000055
42055,19.559999999999974
42063,25.5
42067,19.069999999999965
42071,30.369999999999976
42073,29.690000000000055
42077,49.14999999999998
42079,35.96999999999997
42081,38.74999999999997
42087,20.28
42089,45.02999999999997
42093,38.74999999999997
42095,53.31999999999999
42097,39.180000000000035
42107,35.04999999999998
42109,21.859999999999985
42125,29.690000000000055
42133,19.29000000000002
45003,-226.12999999999997
45005,-239.79
45007,-62.91
45017,-246.29999999999998
45021,-140.99
45025,-147.38000000000002
45037,-216.39
45045,-62.91
45063,-246.29999999999998
45069,-147.38000000000002
45075,-239.79
45081,-223.29000000000002
45083,-73.77000000000001
45091,-116.86999999999999
48005,-43.8
48063,-43.8
48073,-43.8
48077,-43.8
48093,-43.8
48123,-43.8
48147,-43.8
48161,-43.8
48171,-43.8
48209,-43.8
48257,-43.8
48293,-43.8
48337,-43.8
48343,-43.8
48347,-43.8
48367,-43.8
48403,-43.8
48423,-43.8
48459,-43.8
48467,-43.8
48493,-43.8
51003,84.98999999999995
51009,75.39999999999998
51019,77.57999999999998
51023,82.45999999999998
51035,82.45999999999998
51061,54.759999999999934
51063,82.45999999999998
51067,82.51000000000002
51069,79.94999999999999
51113,76.30000000000001
51125,87.03
51141,82.45999999999998
51157,89.97000000000003
51161,77.33000000000004
51165,84.94999999999993
51171,89.97000000000003
51197,82.45999999999998
54003,79.44999999999999
54027,79.66999999999996
54037,79.44999999999999
54065,80.84000000000003
